Ad_ID,Campaign_Name,Clicks,Impressions,Cost,Leads,Conversions,Conversion Rate,Sale_Amount,Ad_Date,Location,Device,Keyword,Profit_Margin,Is_Profitable,Day_of_Week,Month,ROAS,CTR,CPC
A1017,Data Analytics Course,149.0,4431.0,207.4,19.0,9.0,0.06,1693.0,2024-12-11,hyderabad,mobile,learn data analytics,7.162970106075217,1,Miercoles,12,8.162970106075218,0.0336267208305123,1.3919463087248323
A1018,Data Analytics Course,150.0,3113.0,217.41,20.0,5.0,0.03333333333333333,1785.0,2024-11-07,hyderabad,mobile,analytics for data,7.210293914723334,1,Jueves,11,8.210293914723334,0.04818503051718599,1.4494
A1020,Data Analytics Course,184.0,4143.0,223.3,10.0,10.0,0.044,1735.0,2024-11-21,hyderabad,tablet,learn data analytics,6.769816390506046,0,Jueves,11,7.769816390506045,0.044412261646150135,1.2135869565217392
A1021,Data Analytics Course,171.0,4154.0,184.23,30.0,7.0,0.041,1803.0,2024-11-08,hyderabad,tablet,data analitics online,8.786679693860934,1,Viernes,11,9.786679693860934,0.041165142031776604,1.0773684210526315
A1022,Data Analytics Course,122.0,5187.0,211.24,27.0,6.0,0.049,1322.0,2024-11-20,hyderabad,desktop,online data analytic,5.258284415830335,0,Miercoles,11,6.258284415830335,0.023520339309812992,1.7314754098360656
A1023,Data Analytics Course,188.0,5798.0,230.17,28.0,5.0,0.047,1452.0,2024-11-30,hyderabad,tablet,data analytics course,5.308380762045445,0,Sabado,11,6.308380762045445,0.032424974129010006,1.2243085106382978
A1025,Data Analytics Course,88.0,3349.0,181.92,22.0,8.0,0.091,1456.0,2024-11-20,hyderabad,tablet,learn data analytics,7.003518029903255,1,Miercoles,11,8.003518029903255,0.026276500447894893,2.067272727272727
A1026,Data Analytics Course,119.0,5323.0,205.92,17.0,10.0,0.06,1656.0,2024-11-02,hyderabad,desktop,online data analytic,7.041958041958042,1,Sabado,11,8.041958041958042,0.022355814390381364,1.7304201680672269
A1027,Data Analytics Course,139.0,5286.0,234.89,22.0,10.0,0.07194244604316546,1688.0,2024-11-21,hyderabad,desktop,data anaytics training,6.18634254331815,0,Jueves,11,7.186342543318149,0.026295875898600076,1.6898561151079137
A1028,Data Analytics Course,128.0,5469.0,188.49,16.0,3.0,0.0234375,1783.0,2024-11-23,hyderabad,mobile,learn data analytics,8.459387765929227,1,Sabado,11,9.459387765929227,0.02340464435911501,1.472578125
A1029,Data Analytics Course,86.0,3351.0,237.75,21.0,9.0,0.105,1975.0,2024-11-13,hyderabad,mobile,analytics for data,7.307045215562566,1,Miercoles,11,8.307045215562566,0.025663980901223515,2.76453488372093
A1030,Data Analytics Course,188.0,4834.0,213.58,15.0,4.0,0.021,1590.0,2024-11-08,hyderabad,tablet,online data analytic,6.444517276898586,0,Viernes,11,7.444517276898585,0.03889118742242449,1.136063829787234
A1031,Data Analytics Course,113.0,5065.0,212.37,11.0,5.0,0.04424778761061947,1111.0,2024-11-22,hyderabad,desktop,online data analytic,4.231435701841126,0,Viernes,11,5.231435701841126,0.022309970384995065,1.8793805309734513
A1032,Data Analytics Course,139.0,3872.0,244.38,20.0,4.0,0.02877697841726619,1041.0,2024-12-11,hyderabad,tablet,data analitics online,3.2597593911122025,0,Miercoles,12,4.259759391112202,0.03589876033057851,1.7581294964028777
A1033,Data Analytics Course,176.0,5509.0,234.59,19.0,7.0,0.054,1710.0,2024-11-03,hyderabad,tablet,data analytics course,6.289313269960356,0,Domingo,11,7.289313269960356,0.03194772190960247,1.3328977272727274
A1035,Data Analytics Course,104.0,5275.0,236.48,16.0,9.0,0.031,1824.0,2024-01-11,hyderabad,desktop,data anaytics training,6.713125845737483,0,Jueves,1,7.713125845737483,0.019715639810426542,2.273846153846154
A1036,Data Analytics Course,146.0,5939.0,242.9,11.0,8.0,0.035,1833.0,2024-11-07,hyderabad,desktop,data anaytics training,6.5463153561136265,0,Jueves,11,7.5463153561136265,0.02458326317561879,1.6636986301369863
A1038,Data Analytics Course,90.0,5786.0,197.55,11.0,6.0,0.043,1704.0,2024-11-16,hyderabad,mobile,online data analytic,7.625664388762338,1,Sabado,11,8.625664388762338,0.015554787417905289,2.1950000000000003
A1039,Data Analytics Course,171.0,4304.0,192.61,17.0,10.0,0.058,1427.0,2024-11-26,hyderabad,mobile,learn data analytics,6.408753439592958,0,Martes,11,7.408753439592959,0.03973048327137547,1.126374269005848
A1040,Data Analytics Course,94.0,5549.0,231.23,25.0,9.0,0.096,1849.0,2024-11-12,hyderabad,mobile,data anaytics training,6.996367253384077,1,Martes,11,7.996367253384077,0.016939989187240944,2.4598936170212764
A1041,Data Analytics Course,112.0,4271.0,196.07,27.0,6.0,0.05357142857142857,1209.0,2024-11-14,hyderabad,desktop,data analitics online,5.16616514510124,0,Jueves,11,6.16616514510124,0.026223366892999297,1.7506249999999999
A1042,Data Analytics Course,113.0,4418.0,191.55,27.0,10.0,0.08849557522123894,1634.0,2024-11-09,hyderabad,mobile,data analytics course,7.530409814669799,1,Sabado,11,8.530409814669799,0.02557718424626528,1.695132743362832
A1043,Data Analytics Course,145.0,3721.0,180.95,21.0,7.0,0.048,1960.0,2024-11-29,hyderabad,desktop,data analitics online,9.831721470019342,1,Viernes,11,10.831721470019342,0.038968019349637194,1.2479310344827585
A1044,Data Analytics Course,197.0,5783.0,204.46,23.0,6.0,0.030456852791878174,1729.0,2024-01-11,hyderabad,tablet,data anaytics training,7.456421793993934,1,Jueves,1,8.456421793993934,0.03406536399792495,1.0378680203045685
A1045,Data Analytics Course,109.0,4866.0,236.78,27.0,5.0,0.045871559633027525,1585.0,2024-11-15,hyderabad,mobile,online data analytic,5.693977531886139,0,Viernes,11,6.693977531886139,0.02240032881216605,2.1722935779816512
A1046,Data Analytics Course,188.0,5857.0,222.98,20.0,4.0,0.048,1303.0,2024-11-11,hyderabad,desktop,data anaytics training,4.843573414656023,0,Lunes,11,5.843573414656023,0.032098343862045416,1.186063829787234
A1047,Data Analytics Course,142.0,5103.0,234.1,24.0,3.0,0.021,1835.0,2024-11-08,hyderabad,mobile,analytics for data,6.838530542503205,0,Viernes,11,7.838530542503204,0.02782676856750931,1.6485915492957746
A1048,Data Analytics Course,168.0,4653.0,240.84,27.0,9.0,0.054,1367.0,2024-11-24,hyderabad,mobile,online data analytic,4.675967447267896,0,Domingo,11,5.675967447267896,0.036105738233397806,1.4335714285714285
A1049,Data Analytics Course,110.0,3524.0,248.86,19.0,10.0,0.091,1524.0,2024-11-21,hyderabad,mobile,learn data analytics,5.123925098448926,0,Jueves,11,6.123925098448927,0.031214528944381384,2.2623636363636366
A1050,Data Analytics Course,192.0,5938.0,182.84,26.0,5.0,0.039,1080.0,2024-11-12,hyderabad,mobile,analytics for data,4.906803762852767,0,Martes,11,5.906803762852768,0.03233411923206467,0.9522916666666666
A1051,Data Analytics Course,101.0,3942.0,206.62,16.0,5.0,0.05,1746.0,2024-11-24,hyderabad,tablet,analytics for data,7.4502952279547,1,Domingo,11,8.4502952279547,0.025621511922881784,2.045742574257426
A1052,Data Analytics Course,157.0,3315.0,189.56,15.0,10.0,0.064,1026.0,2024-11-25,hyderabad,mobile,online data analytic,4.412534289934586,0,Lunes,11,5.412534289934586,0.0473604826546003,1.2073885350318472
A1053,Data Analytics Course,113.0,4945.0,187.66,15.0,10.0,0.08849557522123894,1564.0,2024-11-26,hyderabad,tablet,learn data analytics,7.334221464350421,1,Martes,11,8.33422146435042,0.022851365015166835,1.66070796460177
A1054,Data Analytics Course,96.0,3166.0,196.15,29.0,7.0,0.073,1902.0,2024-11-26,hyderabad,desktop,learn data analytics,8.696660718837624,1,Martes,11,9.696660718837624,0.030322173089071383,2.043229166666667
A1055,Data Analytics Course,125.0,4223.0,183.68,15.0,6.0,0.048,1267.0,2024-11-05,hyderabad,desktop,data analitics online,5.897865853658536,0,Martes,11,6.897865853658536,0.029599810561212407,1.46944
A1056,Data Analytics Course,104.0,4798.0,210.1,18.0,3.0,0.028846153846153848,1340.0,2024-11-21,hyderabad,desktop,analytics for data,5.377915278438839,0,Jueves,11,6.377915278438839,0.021675698207586493,2.020192307692308
A1057,Data Analytics Course,194.0,5655.0,208.58,13.0,6.0,0.031,1692.0,2024-11-16,hyderabad,mobile,data anaytics training,7.111995397449419,1,Sabado,11,8.11199539744942,0.03430592396109638,1.0751546391752578
A1058,Data Analytics Course,144.0,5140.0,219.48,19.0,8.0,0.047,1054.0,2024-11-18,hyderabad,desktop,data analitics online,3.8022598870056497,0,Lunes,11,4.80225988700565,0.02801556420233463,1.5241666666666667
A1060,Data Analytics Course,166.0,5223.0,189.76,18.0,7.0,0.042,1219.0,2024-11-16,hyderabad,tablet,data analytics course,5.423903878583475,0,Sabado,11,6.423903878583475,0.031782500478652116,1.1431325301204818
A1062,Data Analytics Course,118.0,5016.0,204.31,19.0,9.0,0.045,1833.0,2024-11-08,hyderabad,desktop,analytics for data,7.971660711663649,1,Viernes,11,8.971660711663649,0.023524720893141945,1.7314406779661018
A1063,Data Analytics Course,185.0,3617.0,222.32,24.0,7.0,0.038,1963.0,2024-11-23,hyderabad,mobile,data analytics course,7.829614969413458,1,Sabado,11,8.82961496941346,0.05114735969035112,1.2017297297297298
A1064,Data Analytics Course,116.0,3764.0,232.03,28.0,10.0,0.086,1348.0,2024-11-20,hyderabad,tablet,data analytics course,4.809593587036159,0,Miercoles,11,5.809593587036159,0.030818278427205102,2.0002586206896553
A1065,Data Analytics Course,99.0,4489.0,183.73,15.0,6.0,0.061,1264.0,2024-11-05,hyderabad,desktop,online data analytic,5.879660371196866,0,Martes,11,6.879660371196866,0.022053909556694142,1.8558585858585857
A1066,Data Analytics Course,172.0,4441.0,221.18,14.0,8.0,0.047,1771.0,2024-11-27,hyderabad,mobile,analytics for data,7.007053078940229,1,Miercoles,11,8.00705307894023,0.038730015762215714,1.2859302325581397
A1067,Data Analytics Course,138.0,5751.0,199.11,26.0,9.0,0.052,1337.0,2024-11-10,hyderabad,desktop,data analitics online,5.714881221435387,0,Domingo,11,6.714881221435387,0.023995826812728223,1.442826086956522
A1068,Data Analytics Course,84.0,4036.0,234.22,23.0,10.0,0.119,1287.0,2024-04-11,hyderabad,desktop,learn data analytics,4.494833916830331,0,Jueves,4,5.494833916830331,0.02081268582755203,2.788333333333333
A1069,Data Analytics Course,124.0,4942.0,240.59,18.0,3.0,0.024,1922.0,2024-11-16,hyderabad,desktop,learn data analytics,6.988694459453843,1,Sabado,11,7.988694459453843,0.02509105625252934,1.940241935483871
A1070,Data Analytics Course,122.0,4989.0,215.48,12.0,5.0,0.041,1975.0,2024-11-06,hyderabad,mobile,data analitics online,8.165583812882867,1,Miercoles,11,9.165583812882867,0.024453798356384046,1.7662295081967212
A1071,Data Analytics Course,180.0,3006.0,228.14,22.0,7.0,0.039,1556.0,2024-11-04,hyderabad,tablet,learn data analytics,5.820373454896117,0,Lunes,11,6.820373454896117,0.059880239520958084,1.2674444444444444
A1073,Data Analytics Course,164.0,3734.0,225.39,27.0,8.0,0.04,1728.0,2024-12-11,hyderabad,tablet,learn data analytics,6.666711034207375,0,Miercoles,12,7.666711034207374,0.04392072844134976,1.3743292682926829
A1074,Data Analytics Course,150.0,4621.0,246.3,15.0,6.0,0.049,1554.0,2024-11-09,hyderabad,desktop,data analitics online,5.309378806333739,0,Sabado,11,6.309378806333739,0.032460506383899586,1.6420000000000001
A1075,Data Analytics Course,97.0,3212.0,212.55,27.0,10.0,0.103,1994.0,2024-11-23,hyderabad,desktop,analytics for data,8.381322041872501,1,Sabado,11,9.381322041872501,0.030199252801992527,2.191237113402062
A1076,Data Analytics Course,128.0,4225.0,228.24,30.0,4.0,0.031,1618.0,2024-11-08,hyderabad,mobile,learn data analytics,6.089029092183666,0,Viernes,11,7.089029092183666,0.03029585798816568,1.783125
A1077,Data Analytics Course,99.0,4779.0,233.78,26.0,10.0,0.101,1086.0,2024-11-05,hyderabad,desktop,online data analytic,3.6453931046282833,0,Martes,11,4.645393104628283,0.02071563088512241,2.3614141414141416
A1078,Data Analytics Course,86.0,5352.0,234.05,11.0,5.0,0.058,1364.0,2024-11-09,hyderabad,tablet,online data analytic,4.827814569536423,0,Sabado,11,5.827814569536423,0.016068759342301942,2.721511627906977
A1079,Data Analytics Course,118.0,5405.0,187.28,25.0,7.0,0.058,1836.0,2024-11-05,hyderabad,tablet,analytics for data,8.8035027765912,1,Martes,11,9.8035027765912,0.02183163737280296,1.5871186440677967
A1080,Data Analytics Course,127.0,5430.0,199.13,14.0,6.0,0.047,1932.0,2024-11-25,hyderabad,mobile,analytics for data,8.702204589966353,1,Lunes,11,9.702204589966353,0.023388581952117862,1.5679527559055118
A1081,Data Analytics Course,83.0,4808.0,241.35,20.0,7.0,0.084,1038.0,2024-11-30,hyderabad,mobile,learn data analytics,3.300807955251709,0,Sabado,11,4.30080795525171,0.017262895174708817,2.907831325301205
A1083,Data Analytics Course,168.0,4683.0,215.28,30.0,8.0,0.048,1327.0,2024-11-28,hyderabad,mobile,data analitics online,5.164065403195838,0,Jueves,11,6.1640654031958375,0.03587443946188341,1.2814285714285714
A1084,Data Analytics Course,112.0,5814.0,227.38,11.0,8.0,0.071,1467.0,2024-11-03,hyderabad,tablet,analytics for data,5.451754771747734,0,Domingo,11,6.451754771747735,0.019263845889232887,2.0301785714285714
A1085,Data Analytics Course,123.0,3292.0,233.2,28.0,6.0,0.049,1174.0,2024-11-19,hyderabad,desktop,data anaytics training,4.034305317324185,0,Martes,11,5.034305317324185,0.037363304981773995,1.8959349593495933
A1086,Data Analytics Course,174.0,4305.0,206.02,20.0,3.0,0.034,1057.0,2024-11-23,hyderabad,desktop,learn data analytics,4.130569847587613,0,Sabado,11,5.130569847587613,0.04041811846689895,1.1840229885057472
A1088,Data Analytics Course,195.0,5935.0,209.68,23.0,9.0,0.046,1966.0,2024-11-07,hyderabad,tablet,online data analytic,8.376192293017931,1,Jueves,11,9.376192293017931,0.03285593934288121,1.0752820512820513
A1089,Data Analytics Course,176.0,5847.0,241.04,13.0,6.0,0.034,1194.0,2024-11-02,hyderabad,desktop,online data analytic,3.9535346830401594,0,Sabado,11,4.95353468304016,0.030100906447750982,1.3695454545454544
A1090,Data Analytics Course,141.0,4851.0,227.39,28.0,5.0,0.03546099290780142,1821.0,2024-11-15,hyderabad,desktop,analytics for data,7.008267733849335,1,Viernes,11,8.008267733849335,0.02906617192331478,1.6126950354609928
A1091,Data Analytics Course,108.0,4710.0,204.16,19.0,10.0,0.093,1731.0,2024-11-20,hyderabad,tablet,data analitics online,7.478644200626959,1,Miercoles,11,8.47864420062696,0.022929936305732482,1.8903703703703703
A1093,Data Analytics Course,139.0,5903.0,184.41,23.0,9.0,0.06474820143884892,1188.0,2024-11-20,hyderabad,tablet,online data analytic,5.442166910688141,0,Miercoles,11,6.44216691068814,0.023547348805692023,1.3266906474820144
A1094,Data Analytics Course,145.0,5004.0,216.45,22.0,5.0,0.034,1496.0,2024-11-01,hyderabad,tablet,data analitics online,5.911526911526912,0,Viernes,11,6.911526911526912,0.02897681854516387,1.492758620689655
A1095,Data Analytics Course,183.0,3947.0,197.3,15.0,8.0,0.044,1645.0,2024-11-14,hyderabad,desktop,data anaytics training,7.3375570197668525,1,Jueves,11,8.337557019766852,0.04636432733721814,1.0781420765027323
A1096,Data Analytics Course,113.0,3690.0,229.42,20.0,5.0,0.044,1915.0,2024-11-28,hyderabad,tablet,learn data analytics,7.347136256647198,1,Jueves,11,8.347136256647198,0.03062330623306233,2.0302654867256638
A1097,Data Analytics Course,101.0,5943.0,187.32,27.0,6.0,0.059,1614.0,2024-11-15,hyderabad,tablet,data analitics online,7.616271620755926,1,Viernes,11,8.616271620755926,0.016994783779236074,1.8546534653465345
A1098,Data Analytics Course,189.0,5357.0,222.5,24.0,3.0,0.05,1839.0,2024-11-25,hyderabad,tablet,data analytics course,7.265168539325843,1,Lunes,11,8.265168539325842,0.03528094082508867,1.1772486772486772
A1099,Data Analytics Course,154.0,3596.0,236.14,30.0,9.0,0.058,1036.0,2024-11-06,hyderabad,tablet,online data analytic,3.3872279156432628,0,Miercoles,11,4.387227915643263,0.04282536151279199,1.5333766233766233
A1100,Data Analytics Course,179.0,5162.0,246.76,16.0,5.0,0.05,1052.0,2024-11-29,hyderabad,desktop,online data analytic,3.263251742583887,0,Viernes,11,4.263251742583887,0.03467648198372724,1.3785474860335194
A1101,Data Analytics Course,148.0,3747.0,244.41,18.0,8.0,0.054,1092.0,2024-11-17,hyderabad,tablet,learn data analytics,3.467902295323432,0,Domingo,11,4.467902295323432,0.03949826527888978,1.6514189189189188
A1102,Data Analytics Course,177.0,4822.0,197.03,26.0,9.0,0.051,1909.0,2024-11-04,hyderabad,mobile,online data analytic,8.688879866010252,1,Lunes,11,9.688879866010252,0.03670676068021568,1.1131638418079095
A1105,Data Analytics Course,146.0,4765.0,230.22,23.0,5.0,0.034,1944.0,2024-11-28,hyderabad,tablet,analytics for data,7.444096950742768,1,Jueves,11,8.444096950742768,0.030640083945435468,1.5768493150684932
A1107,Data Analytics Course,159.0,5127.0,197.16,21.0,4.0,0.025,1867.0,2024-11-03,hyderabad,tablet,learn data analytics,8.469466423209576,1,Domingo,11,9.469466423209576,0.0310122878876536,1.24
A1108,Data Analytics Course,144.0,5674.0,235.36,12.0,3.0,0.021,1505.0,2024-11-22,hyderabad,desktop,analytics for data,5.394459551325628,0,Viernes,11,6.394459551325628,0.02537892139584068,1.6344444444444446
A1109,Data Analytics Course,122.0,3793.0,237.22,19.0,8.0,0.066,1842.0,2024-11-20,hyderabad,tablet,online data analytic,6.76494393390102,0,Miercoles,11,7.76494393390102,0.03216451357764303,1.9444262295081967
A1110,Data Analytics Course,112.0,4315.0,235.33,28.0,9.0,0.08,1116.0,2024-11-08,hyderabad,mobile,data analytics course,3.7422768027875746,0,Viernes,11,4.742276802787575,0.025955967555040555,2.1011607142857143
A1111,Data Analytics Course,174.0,4704.0,192.32,21.0,10.0,0.049,1501.0,2024-11-24,hyderabad,mobile,learn data analytics,6.804700499168054,0,Domingo,11,7.804700499168053,0.036989795918367346,1.105287356321839
A1112,Data Analytics Course,168.0,3349.0,235.6,23.0,9.0,0.054,1894.0,2024-11-09,hyderabad,mobile,online data analytic,7.039049235993209,1,Sabado,11,8.03904923599321,0.050164228127799346,1.4023809523809523
A1113,Data Analytics Course,173.0,3501.0,223.9,28.0,10.0,0.044,1179.0,2024-11-25,hyderabad,mobile,data analytics course,4.265743635551585,0,Lunes,11,5.265743635551585,0.04941445301342474,1.2942196531791907
A1114,Data Analytics Course,91.0,4524.0,203.52,20.0,9.0,0.099,1838.0,2024-11-20,hyderabad,desktop,data analytics course,8.031053459119496,1,Miercoles,11,9.031053459119496,0.020114942528735632,2.2364835164835166
A1115,Data Analytics Course,140.0,5405.0,195.69,21.0,8.0,0.05714285714285714,1094.0,2024-11-21,hyderabad,desktop,data anaytics training,4.590474730441003,0,Jueves,11,5.590474730441004,0.025901942645698426,1.3977857142857142
A1116,Data Analytics Course,93.0,3425.0,229.76,26.0,4.0,0.043,1344.0,2024-11-24,hyderabad,mobile,online data analytic,4.84958217270195,0,Domingo,11,5.84958217270195,0.027153284671532846,2.470537634408602
A1117,Data Analytics Course,114.0,5263.0,189.13,23.0,5.0,0.044,1434.0,2024-05-11,hyderabad,mobile,data analytics course,6.582086395600909,0,Sabado,5,7.58208639560091,0.021660649819494584,1.6590350877192983
A1119,Data Analytics Course,188.0,3327.0,193.76,24.0,6.0,0.047,1220.0,2024-03-11,hyderabad,tablet,online data analytic,5.29644921552436,0,Lunes,3,6.29644921552436,0.05650736399158401,1.0306382978723403
A1120,Data Analytics Course,117.0,4524.0,214.18,29.0,4.0,0.034,1348.0,2024-11-23,hyderabad,mobile,learn data analytics,5.293771593986366,0,Sabado,11,6.293771593986366,0.02586206896551724,1.8305982905982907
A1121,Data Analytics Course,113.0,5471.0,215.57,27.0,9.0,0.038,1123.0,2024-11-23,hyderabad,mobile,analytics for data,4.209444727930603,0,Sabado,11,5.209444727930602,0.02065435934929629,1.9076991150442477
A1122,Data Analytics Course,109.0,3550.0,240.33,14.0,8.0,0.073,1982.0,2024-11-24,hyderabad,tablet,learn data analytics,7.246993716972496,1,Domingo,11,8.246993716972495,0.030704225352112677,2.204862385321101
A1123,Data Analytics Course,174.0,3178.0,225.67,18.0,10.0,0.057,1140.0,2024-11-20,hyderabad,desktop,data analitics online,4.0516240528204905,0,Miercoles,11,5.0516240528204905,0.05475141598489616,1.2969540229885057
A1124,Data Analytics Course,96.0,4673.0,192.88,24.0,5.0,0.052,1962.0,2024-11-10,hyderabad,mobile,learn data analytics,9.17212774782248,1,Domingo,11,10.172127747822481,0.020543548041943076,2.0091666666666668
A1125,Data Analytics Course,110.0,4254.0,187.87,11.0,4.0,0.03636363636363636,1172.0,2024-11-04,hyderabad,mobile,data anaytics training,5.23835631021451,0,Lunes,11,6.23835631021451,0.025858015984955338,1.707909090909091
A1126,Data Analytics Course,163.0,3658.0,237.63,23.0,7.0,0.043,1699.0,2024-11-23,hyderabad,tablet,online data analytic,6.149770651853721,0,Sabado,11,7.149770651853722,0.04455986878075451,1.4578527607361962
A1127,Data Analytics Course,161.0,5319.0,235.98,13.0,4.0,0.025,1423.0,2024-11-18,hyderabad,mobile,learn data analytics,5.0301720484786845,0,Lunes,11,6.0301720484786845,0.030268847527730777,1.4657142857142857
A1128,Data Analytics Course,195.0,5278.0,193.49,30.0,7.0,0.047,1456.0,2024-11-04,hyderabad,mobile,data analytics course,6.524936689234585,0,Lunes,11,7.524936689234585,0.03694581280788178,0.9922564102564103
A1129,Data Analytics Course,84.0,3755.0,218.88,14.0,9.0,0.047,1299.0,2024-11-05,hyderabad,tablet,analytics for data,4.9347587719298245,0,Martes,11,5.9347587719298245,0.02237017310252996,2.605714285714286
A1130,Data Analytics Course,113.0,4580.0,194.82,11.0,6.0,0.059,1248.0,2024-11-28,hyderabad,tablet,data analytics course,5.405913150600555,0,Jueves,11,6.405913150600554,0.024672489082969432,1.724070796460177
A1131,Data Analytics Course,117.0,3809.0,225.14,12.0,5.0,0.032,1495.0,2024-11-09,hyderabad,desktop,data anaytics training,5.640312694323533,0,Sabado,11,6.640312694323533,0.030716723549488054,1.9242735042735042
A1132,Data Analytics Course,135.0,5118.0,219.99,27.0,6.0,0.044,1089.0,2024-11-20,hyderabad,mobile,online data analytic,3.9502250102277374,0,Miercoles,11,4.950225010227737,0.02637749120750293,1.6295555555555556
A1133,Data Analytics Course,92.0,5766.0,186.14,28.0,7.0,0.076,1013.0,2024-11-27,hyderabad,tablet,data anaytics training,4.442140324486946,0,Miercoles,11,5.442140324486946,0.015955601803676726,2.0232608695652172
A1135,Data Analytics Course,101.0,4724.0,228.38,13.0,7.0,0.034,1243.0,2024-11-20,hyderabad,desktop,learn data analytics,4.442683247219547,0,Miercoles,11,5.442683247219547,0.021380186282811176,2.261188118811881
A1136,Data Analytics Course,111.0,5895.0,205.25,29.0,4.0,0.036,1693.0,2024-11-04,hyderabad,mobile,data analytics course,7.248477466504263,1,Lunes,11,8.248477466504264,0.018829516539440202,1.8490990990990992
A1138,Data Analytics Course,99.0,3169.0,237.68,21.0,6.0,0.06060606060606061,1509.0,2024-11-22,hyderabad,mobile,online data analytic,5.348872433524066,0,Viernes,11,6.348872433524066,0.031240138845061535,2.4008080808080807
A1139,Data Analytics Course,154.0,4535.0,229.29,11.0,3.0,0.019,1434.0,2024-11-01,hyderabad,tablet,data anaytics training,5.254088708622269,0,Viernes,11,6.254088708622269,0.033958103638368244,1.488896103896104
A1140,Data Analytics Course,129.0,3849.0,249.29,22.0,10.0,0.078,1767.0,2024-11-11,hyderabad,desktop,analytics for data,6.088130290023668,0,Lunes,11,7.088130290023668,0.03351519875292284,1.9324806201550386
A1141,Data Analytics Course,139.0,4259.0,182.98,10.0,10.0,0.031,1048.0,2024-11-16,hyderabad,mobile,analytics for data,4.727401901847196,0,Sabado,11,5.727401901847196,0.03263676919464663,1.3164028776978416
A1144,Data Analytics Course,134.0,3724.0,188.02,26.0,9.0,0.047,1891.0,2024-11-07,hyderabad,desktop,online data analytic,9.057440697798107,1,Jueves,11,10.057440697798105,0.0359828141783029,1.403134328358209
